GeneMark.hmm PROKARYOTIC (Version 3.20)
Date: Sat Jun 20 16:08:48 2020
Sequence file name: sequence
Model file name: itr_2.mod
RBS: true
Model information: GeneMarkS_default_gcode_1

FASTA definition line: empty-fasta-def-line
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
  877        +     2125501     2126970         1470        1
  878        +     2127373     2128986         1614        1
  879        +     2129512     2130558         1047        1
  880        +     2131489     2137053         5565        1
  881        +     2137303     2138022          720        1
  882        +     2138999     2139766          768        1
  883        +     2140566     2141750         1185        1
  884        +     2143366     2147244         3879        1
  885        +     2148993     2150228         1236        1
  886        +     2152368     2153114          747        1
  887        +    <2153677     2154258          582        1
  888        +     2155071     2155850          780        1
  889        +     2157519     2158787         1269        1
  890        +     2159086     2160183         1098        1
  891        +    <2161133     2161885          753        1
  892        +     2164491     2166764         2274        1
  893        +     2167149     2168426         1278        1
  894        +     2169444     2170094          651        1
  895        +     2170752     2172101         1350        1
  896        +     2173188     2174969         1782        1
  897        +     2175777     2176688          912        1
  898        +     2178268     2179107          840        1
  899        +     2179385     2180125          741        1
  900        +     2180584     2181504          921        1
  901        +     2183262     2184629         1368        1
  902        +     2184948     2185403          456        1
  903        +     2187510     2190050         2541        1
  904        +     2192389     2199480         7092        1
  905        +     2199863     2204332         4470        1
  906        +     2204936     2206279         1344        1
  907        +     2207360     2209087         1728        1
  908        +     2209319     2210566         1248        1
  909        +     2211403     2214063         2661        1
  910        +     2214758     2217538         2781        1
  911        +    <2217731     2218495          765        1
  912        +     2219451     2220671         1221        1
  913        +     2222839     2223663          825        1
  914        +     2223929     2225281         1353        1
  915        +     2225451     2227760         2310        1
  916        +     2228253     2230532         2280        1
  917        +     2231046     2231984          939        1
  918        +     2232336     2233991         1656        1
  919        +     2234586     2235593         1008        1
  920        +     2236365     2237294          930        1
  921        +     2238101     2238790          690        1
  922        +     2239150     2240103          954        1
  923        +     2240535     2243255         2721        1
  924        +     2243649     2244884         1236        1
  925        +     2245838     2246728          891        1
  926        +     2247086     2248123         1038        1
  927        +     2248436     2249833         1398        1
  928        +     2250078     2251073          996        1
  929        +     2251580     2252485          906        1
  930        +     2253314     2254918         1605        1
  931        +    <2255038     2257863         2826        1
  932        +     2258276     2259505         1230        1
  933        +     2259811     2260629          819        1
  934        +     2261208     2262206          999        1
  935        +     2262574     2268102         5529        1
  936        +     2268951     2271308         2358        1
  937        +     2271743     2272624          882        1
  938        +     2273484     2276336         2853        1
  939        +     2276680     2278056         1377        1
  940        +     2278470     2280206         1737        1
  941        +    <2280470     2286814         6345        1
  942        +     2287491     2288894         1404        1
  943        +     2290099     2291118         1020        1
  944        +     2291771     2292199          429        1
  945        +     2294423     2295622         1200        1
  946        +     2295881     2298538         2658        1
  947        +     2298994     2300220         1227        1
  948        +     2300511     2301164          654        1
  949        +     2301764     2303158         1395        1
  950        +     2303536     2304513          978        1
  951        +     2304999     2306408         1410        1
  952        +     2307551     2308615         1065        1
  953        +     2309551     2311440         1890        1
  954        +     2311749     2313260         1512        1
  955        +     2313982     2315112         1131        1
  956        +     2315656     2316618          963        1
  957        +     2316943     2317260          318        1
  958        +     2318202     2320439         2238        1
  959        +     2321519     2322715         1197        1
  960        +     2323264     2324493         1230        1
  961        +     2324957     2328598         3642        1
  962        +     2328966     2330645         1680        1
  963        +     2331354     2332985         1632        1
  964        +     2333373     2335205         1833        1
  965        +     2335351     2336544         1194        1
  966        +     2336718     2337587          870        1
  967        +     2337935     2341084         3150        1
  968        +     2341440     2342204          765        1
  969        +     2346478     2347218          741        1
  970        +     2348620     2350845         2226        1
  971        +     2351554     2352339          786        1
  972        +     2352654     2354747         2094        1
  973        +     2355928     2358756         2829        1
  974        +     2360105     2362660         2556        1
  975        +     2362928     2365042         2115        1
  976        +     2365231     2366196          966        1
  977        +     2366443     2367477         1035        1
  978        +     2367623     2368567          945        1
  979        +     2368754     2369218          465        1
  980        +     2370800     2372677         1878        1
  981        +     2373305     2374318         1014        1
  982        +     2375225     2376589         1365        1
  983        +     2376951     2377865          915        1
  984        +     2378506     2379648         1143        1
  985        +     2380894     2382306         1413        1
  986        +     2383215     2383568          354        1
  987        +     2384529     2385416          888        1
  988        +     2385732     2386997         1266        1
  989        +     2388012     2388920          909        1
  990        +     2389270     2394936         5667        1
  991        +     2395158     2396327         1170        1
  992        +     2396720     2398810         2091        1
  993        +     2399581     2400600         1020        1
  994        +     2400997     2401680          684        1
  995        +     2402016     2403338         1323        1
  996        +     2403849     2405738         1890        1
  997        +     2406382     2407917         1536        1
  998        +     2408266     2410206         1941        1
  999        +     2410697     2412175         1479        1
 1000        +     2413141     2414751         1611        1
 1001        +     2415289     2416659         1371        1
 1002        +     2418455     2419378          924        1
 1003        +     2419838     2422819         2982        1
 1004        +     2423058     2426024         2967        1
 1005        +     2426615     2427838         1224        1
 1006        +     2430089     2431915         1827        1
 1007        +     2434382     2435452         1071        1
 1008        +     2436272     2437075          804        1
 1009        +     2437787     2438650          864        1
 1010        +     2439045     2439698          654        1
 1011        +     2440211     2442007         1797        1
 1012        +     2442592     2443173          582        1
 1013        +     2443926     2444384          459        1
 1014        +     2445032     2445631          600        1
 1015        +     2446883     2447875          993        1
 1016        +     2448354     2450717         2364        1
 1017        +     2450911     2451918         1008        1
 1018        +     2452204     2452908          705        1
 1019        +     2453269     2454801         1533        1
 1020        +     2455232     2458333         3102        1
 1021        +     2460006     2460815          810        1
 1022        +     2461239     2462687         1449        1
 1023        +     2464484     2464786          303        1
 1024        +     2467394     2468995         1602        1
 1025        +     2469673     2471043         1371        1
 1026        +     2472198     2473007          810        1
 1027        +     2473395     2474567         1173        1
 1028        +     2474797     2476137         1341        1
 1029        +     2476466     2477431          966        1
 1030        +     2477852     2478652          801        1
 1031        +     2479261     2480874         1614        1
 1032        +     2481945     2484215         2271        1
 1033        +     2484664     2485500          837        1
 1034        +     2485923     2487857         1935        1
 1035        +     2488251     2490416         2166        1
 1036        +     2490816     2491712          897        1
 1037        +     2492338     2493150          813        1
 1038        +     2493834     2494997         1164        1
 1039        +    <2495070     2496128         1059        1
 1040        +     2496572     2497237          666        1
 1041        +     2497886     2498782          897        1
 1042        +     2500524     2501105          582        1
 1043        +     2501732     2502715          984        1
 1044        +     2503522     2506179         2658        1
 1045        +     2506425     2509922         3498        1
 1046        +     2510889     2512430         1542        1
 1047        +    <2512679     2513113          435        1
 1048        +     2516113     2517858         1746        1
 1049        +     2519085     2521001         1917        1
 1050        +     2522383     2523363          981        1
 1051        +     2523811     2524515          705        1
 1052        +     2525030     2526601         1572        1
 1053        +     2526985     2527671          687        1
 1054        +     2528255     2528794          540        1
 1055        +     2529848     2531143         1296        1
 1056        +     2531319     2532245          927        1
 1057        +     2533010     2533939          930        1
 1058        +     2534752     2536551         1800        1
 1059        +     2537222     2539288         2067        1
 1060        +     2539575     2540513          939        1
 1061        +     2542136     2543215         1080        1
 1062        +     2543729     2544478          750        1
 1063        +     2544861     2552873         8013        1
 1064        +     2553310     2554776         1467        1
 1065        +     2555175     2555819          645        1
 1066        +     2557052     2559934         2883        1
 1067        +     2560267     2561046          780        1
 1068        +     2562890     2564548         1659        1
 1069        +     2565032     2569153         4122        1
 1070        +     2569712     2570959         1248        1
 1071        +     2571240     2572295         1056        1
 1072        +     2574394     2575296          903        1
 1073        +     2575941     2577692         1752        1
 1074        +     2579621     2580118          498        1
 1075        +     2580525     2582960         2436        1
 1076        +     2584025     2585116         1092        1
 1077        +     2585690     2586859         1170        1
 1078        +     2588194     2589546         1353        1
 1079        +     2590008     2591189         1182        1
 1080        +     2591575     2594400         2826        1
 1081        +     2594600     2596057         1458        1
 1082        +     2596490     2598541         2052        1
 1083        +     2599284     2602511         3228        1
 1084        +     2602870     2604033         1164        1
 1085        +     2604433     2605053          621        1
 1086        +     2605404     2606402          999        1
 1087        +    <2607152     2610133         2982        1
 1088        +     2610600     2612207         1608        1
 1089        +     2612460     2613329          870        1
 1090        +     2613765     2614991         1227        1
 1091        +     2617266     2619062         1797        1
 1092        +     2619436     2620761         1326        1
 1093        +     2622252     2622854          603        1
 1094        +     2623145     2626177         3033        1
 1095        +     2626626     2627438          813        1
 1096        +     2628463     2629527         1065        1
 1097        +     2629892     2631496         1605        1
 1098        +     2631828     2632514          687        1
 1099        +     2635429     2637780         2352        1
 1100        +     2638944     2639825          882        1
 1101        +     2640319     2641071          753        1
 1102        +    <2641290     2643329         2040        1
 1103        +     2646281     2648464         2184        1
 1104        +     2649146     2649952          807        1
 1105        +     2650762     2651934         1173        1
 1106        +     2652961     2655729         2769        1
 1107        +     2656179     2657567         1389        1
 1108        +     2658181     2659602         1422        1
 1109        +     2662169     2663554         1386        1
 1110        +     2664079     2665761         1683        1
 1111        +     2666316     2667182          867        1
 1112        +    <2667553     2668953         1401        1
 1113        +     2669223     2672396         3174        1
 1114        +     2672810     2673985         1176        1
 1115        +     2674953     2676905         1953        1
 1116        +     2677703     2679031         1329        1
 1117        +     2679494     2681845         2352        1
 1118        +     2682545     2683597         1053        1
 1119        +     2684396     2685622         1227        1
 1120        +     2687007     2690093         3087        1
 1121        +     2690369     2691559         1191        1
 1122        +    <2691611     2693470         1860        1
 1123        +     2693708     2694853         1146        1
 1124        +     2695113     2695919          807        1
 1125        +     2696366     2697061          696        1
 1126        +    <2697359     2698852         1494        1
 1127        +     2699396     2700505         1110        1
 1128        +     2700695     2701129          435        1
 1129        +     2701746     2702825         1080        1
 1130        +     2703210     2704418         1209        1
 1131        +     2704732     2705532          801        1
 1132        +     2706348     2709566         3219        1
 1133        +     2710054     2710713          660        1
 1134        +     2711622     2712602          981        1
 1135        +     2713875     2714237          363        1
 1136        +     2715768     2717573         1806        1
 1137        +     2717840     2718841         1002        1
 1138        +     2720196     2720537          342        1
 1139        +     2721347     2723161         1815        1
 1140        +     2724262     2724954          693        1
 1141        +     2725151     2728243         3093        1
 1142        +     2728801     2732409         3609        1
 1143        +     2732853     2734166         1314        1
 1144        +     2734657     2735751         1095        1
 1145        +     2737214     2738356         1143        1
 1146        +     2738859     2742434         3576        1
 1147        +    <2742592     2744100         1509        1
 1148        +     2748549     2749274          726        1
 1149        +     2750977     2752233         1257        1
 1150        +     2752487     2755147         2661        1
 1151        +     2758004     2759791         1788        1
 1152        +     2760063     2761187         1125        1
 1153        +     2761576     2765781         4206        1
 1154        +     2766319     2766906          588        1
 1155        +     2767407     2768441         1035        1
 1156        +     2769213     2772608         3396        1
 1157        +     2774947     2776674         1728        1
 1158        +     2777724     2778968         1245        1
 1159        +     2779842     2781812         1971        1
 1160        +     2782229     2783200          972        1
 1161        +     2785171     2786940         1770        1
 1162        +     2788197     2789621         1425        1
 1163        +     2790144     2791949         1806        1
 1164        +     2792367     2795477         3111        1
 1165        +     2795762     2796775         1014        1
 1166        +     2796988     2797695          708        1
 1167        +     2798757     2800457         1701        1
 1168        +     2800714     2801292          579        1
 1169        +     2801926     2805543         3618        1
 1170        +     2808345     2811416         3072        1
 1171        +     2812119     2813006          888        1
 1172        +     2813840     2815039         1200        1
 1173        +     2815339     2816841         1503        1
 1174        +     2817386     2818213          828        1
 1175        +     2818774     2819574          801        1
 1176        +     2820168     2820899          732        1
 1177        +     2821615     2823204         1590        1
 1178        +     2824820     2826205         1386        1
 1179        +     2826888     2828468         1581        1
 1180        +     2829058     2831238         2181        1
 1181        +     2832101     2833348         1248        1
 1182        +     2833978     2835303         1326        1
 1183        +     2835590     2839141         3552        1
 1184        +     2839855     2840739          885        1
 1185        +     2841250     2842134          885        1
 1186        +     2843516     2844526         1011        1
 1187        +     2845253     2846245          993        1
 1188        +     2847534     2849339         1806        1
 1189        +     2850060     2851829         1770        1
 1190        +     2852667     2854412         1746        1
 1191        +     2854563     2856152         1590        1
 1192        +     2856402     2857721         1320        1
 1193        +     2858184     2859383         1200        1
 1194        +     2859914     2860528          615        1
 1195        +     2861320     2862819         1500        1
 1196        +     2863328     2863978          651        1
 1197        +     2865918     2867225         1308        1
 1198        +     2867656     2868909         1254        1
 1199        +     2869577     2871220         1644        1
 1200        +     2871647     2873392         1746        1
 1201        +     2873772     2875544         1773        1
 1202        +     2875847     2877382         1536        1
 1203        +     2878396     2879496         1101        1
 1204        +     2880090     2882237         2148        1
 1205        +     2882548     2885319         2772        1
 1206        +     2885910     2887490         1581        1
 1207        +     2887831     2889963         2133        1
 1208        +     2890425     2891186          762        1
 1209        +     2891582     2892235          654        1
 1210        +     2892466     2895243         2778        1
 1211        +    <2895958     2898135         2178        1
 1212        +     2898345     2902331         3987        1
 1213        +     2902571     2903245          675        1
 1214        +     2904547     2905479          933        1
 1215        +     2906324     2906956          633        1
 1216        +     2907280     2909196         1917        1
 1217        +     2909585     2911999         2415        1
 1218        +     2912168     2913706         1539        1
 1219        +     2913993     2915159         1167        1
 1220        +     2915342     2916778         1437        1
 1221        +     2917110     2917562          453        1
 1222        +     2919975     2922821         2847        1
 1223        +     2923244     2925370         2127        1
 1224        +     2925932     2926444          513        1
 1225        +     2927422     2930091         2670        1
 1226        +     2930686     2931693         1008        1
 1227        +     2932667     2934205         1539        1
 1228        +     2937117     2939141         2025        1
 1229        +     2939444     2941897         2454        1
 1230        +     2942933     2944825         1893        1
 1231        +     2945189     2946547         1359        1
 1232        +     2947072     2948352         1281        1
 1233        +     2948667     2950037         1371        1
 1234        +     2950340     2952328         1989        1
 1235        +     2952617     2953603          987        1
 1236        +     2954366     2955328          963        1
 1237        +     2955795     2957465         1671        1
 1238        +     2958119     2958889          771        1
 1239        +     2959379     2959801          423        1
 1240        +     2960787     2963294         2508        1
 1241        +     2963763     2964788         1026        1
 1242        +     2965709     2966452          744        1
 1243        +     2967243     2970671         3429        1
 1244        +     2971178     2971795          618        1
 1245        +     2972408     2974138         1731        1
 1246        +     2978686     2980851         2166        1
 1247        +     2981232     2982536         1305        1
 1248        +     2983084     2984265         1182        1
 1249        +     2984567     2986147         1581        1
 1250        +     2988851     2990059         1209        1
 1251        +     2990602     2995368         4767        1
 1252        +     2995674     2997599         1926        1
 1253        +     2998167     2999399         1233        1
 1254        +     2999958     3000293          336        1
 1255        +     3002785     3003930         1146        1
 1256        +     3004220     3006079         1860        1
 1257        +     3006553     3008076         1524        1
 1258        +     3009549     3010097          549        1
 1259        +     3011133     3012413         1281        1
 1260        +     3013763     3014578          816        1
 1261        +     3016501     3018570         2070        1
 1262        +     3018967     3021360         2394        1
 1263        +     3021631     3026325         4695        1
 1264        +     3026922     3027902          981        1
 1265        +     3028729     3031344         2616        1
 1266        +     3031756     3032703          948        1
 1267        +     3033383     3034342          960        1
 1268        +     3034783     3035853         1071        1
 1269        +     3036360     3039197         2838        1
 1270        +     3039573     3041171         1599        1
 1271        +     3041638     3042288          651        1
 1272        +     3042716     3043963         1248        1
 1273        +    <3044112     3044411          300        1
 1274        +     3045779     3046858         1080        1
 1275        +     3047535     3048368          834        1
 1276        +     3048618     3049763         1146        1
 1277        +     3050236     3051792         1557        1
 1278        +     3053774     3054334          561        1
 1279        +     3054723     3055736         1014        1
 1280        +     3056939     3057493          555        1
 1281        +     3057981     3060698         2718        1
 1282        +     3061078     3063429         2352        1
 1283        +     3063568     3064554          987        1
 1284        +     3064817     3065926         1110        1
 1285        +     3066283     3070284         4002        1
 1286        +     3070610     3073828         3219        1
 1287        +     3074167     3075102          936        1
 1288        +     3077561     3079510         1950        1
 1289        +     3080521     3081150          630        1
 1290        +     3081833     3084922         3090        1
 1291        +     3087618     3089579         1962        1
 1292        +     3093210     3097223         4014        1
 1293        +     3097692     3100481         2790        1
 1294        +     3101040     3101966          927        1
 1295        +     3102500     3104047         1548        1
 1296        +     3104539     3105657         1119        1
 1297        +     3106181     3108898         2718        1
 1298        +     3109442     3113383         3942        1
 1299        +     3113653     3115305         1653        1
 1300        +     3115713     3117410         1698        1
 1301        +     3118344     3119246          903        1
 1302        +     3120102     3121460         1359        1
 1303        +     3122288     3122920          633        1
 1304        +     3123216     3124703         1488        1
 1305        +     3125418     3125723          306        1
 1306        +     3128170     3129084          915        1
 1307        +     3132819     3133763          945        1
 1308        +     3134720     3135595          876        1
 1309        +     3136174     3137160          987        1
 1310        +     3139686     3141461         1776        1
 1311        +     3141899     3144193         2295        1
 1312        +     3144832     3145680          849        1
 1313        +     3146098     3147198         1101        1
 1314        +     3147602     3150106         2505        1
 1315        +     3152829     3156830         4002        1
 1316        +    <3156883     3163452         6570        1
 1317        +     3163956     3164453          498        1
 1318        +     3164978     3166480         1503        1
 1319        +     3167076     3168263         1188        1
 1320        +     3168617     3169111          495        1
 1321        +     3170100     3172370         2271        1
 1322        +     3173006     3173458          453        1
 1323        +     3174466     3175290          825        1
 1324        +     3175724     3176584          861        1
 1325        +     3177133     3178299         1167        1
 1326        +     3178754     3179626          873        1
 1327        +     3180690     3181334          645        1
 1328        +     3181707     3183938         2232        1
 1329        +     3184357     3187875         3519        1
 1330        +     3188085     3189014          930        1
 1331        +     3189351     3192452         3102        1
 1332        +     3192696     3195530         2835        1
 1333        +     3196140     3196799          660        1
 1334        +     3197388     3203690         6303        1
 1335        +     3203959     3206742         2784        1
 1336        +     3207740     3209638         1899        1
 1337        +     3210232     3211905         1674        1
 1338        +     3212207     3214480         2274        1
 1339        +     3214810     3217059         2250        1
 1340        +     3217597     3218928         1332        1
 1341        +     3219396     3220274          879        1
 1342        +     3220949     3221845          897        1
 1343        +     3222182     3223276         1095        1
 1344        +     3223470     3224405          936        1
 1345        +     3226052     3227869         1818        1
 1346        +     3228287     3229321         1035        1
 1347        +     3229694     3232021         2328        1
 1348        +     3233023     3235191         2169        1
 1349        +     3235584     3236699         1116        1
 1350        +     3237635     3239836         2202        1
 1351        +     3240266     3243619         3354        1
 1352        +     3243936     3245951         2016        1
 1353        +     3246757     3248454         1698        1
 1354        +     3248526     3249569         1044        1
 1355        +     3250199     3252082         1884        1
 1356        +     3253005     3254375         1371        1
 1357        +     3254920     3258891         3972        1
 1358        +     3259775     3263422         3648        1
 1359        +     3263932     3265686         1755        1
 1360        +     3267158     3267775          618        1
 1361        +     3270175     3271878         1704        1
 1362        +     3272088     3272831          744        1
 1363        +     3274671     3276374         1704        1
 1364        +     3277189     3279618         2430        1
 1365        +     3280353     3284015         3663        1
 1366        +     3284846     3285442          597        1
 1367        +     3286152     3288473         2322        1
 1368        +     3288767     3289561          795        1
 1369        +     3290031     3290531          501        1
 1370        +     3291063     3292187         1125        1
 1371        +     3292797     3293525          729        1
 1372        +     3294485     3294823          339        1
 1373        +     3295816     3297822         2007        1
 1374        +     3298564     3299058          495        1
 1375        +     3299366     3300319          954        1
 1376        +     3300554     3301483          930        1
 1377        +     3302029     3302934          906        1
 1378        +     3304079     3305221         1143        1
 1379        +     3306087     3307400         1314        1
 1380        +     3308127     3309158         1032        1
 1381        +     3310959     3311666          708        1
 1382        +     3311921     3314182         2262        1
 1383        +     3314383     3315714         1332        1
 1384        +     3315898     3317538         1641        1
 1385        +     3320751     3321458          708        1
 1386        +     3322157     3323992         1836        1
 1387        +     3324500     3325078          579        1
 1388        +     3325415     3332158         6744        1
 1389        +     3332790     3334214         1425        1
 1390        +     3335084     3335572          489        1
 1391        +     3336213     3337547         1335        1
 1392        +     3337993     3338367          375        1
 1393        +     3339245     3340543         1299        1
 1394        +     3340817     3342424         1608        1
 1395        +     3342667     3343896         1230        1
 1396        +     3344386     3345096          711        1
 1397        +     3345445     3346890         1446        1
 1398        +     3348402     3349895         1494        1
 1399        +    <3350034     3353642         3609        1
 1400        +     3353983     3355008         1026        1
 1401        +     3355153     3355926          774        1
 1402        +     3356261     3356944          684        1
 1403        +     3357799     3358854         1056        1
 1404        +     3360329     3362131         1803        1
 1405        +     3362579     3366085         3507        1
 1406        +     3366841     3371262         4422        1
 1407        +     3371709     3372632          924        1
 1408        +     3373069     3373977          909        1
 1409        +     3374540     3375145          606        1
 1410        +     3377026     3377775          750        1
 1411        +     3378365     3379150          786        1
 1412        +     3380728     3381111          384        1
 1413        +     3381798     3383276         1479        1
 1414        +     3383598     3385589         1992        1
 1415        +     3386416     3387459         1044        1
 1416        +     3387881     3388603          723        1
 1417        +     3389369     3391111         1743        1
 1418        +     3393614     3394774         1161        1
 1419        +     3396187     3397632         1446        1
 1420        +     3397847     3399559         1713        1
 1421        +     3399850     3402531         2682        1
 1422        +     3403198     3404487         1290        1
 1423        +     3404972     3406105         1134        1
 1424        +     3407059     3408741         1683        1
 1425        +     3410576     3411817         1242        1
 1426        +     3415884     3416279          396        1
 1427        +     3419887     3420192          306        1
 1428        +     3420689     3421870         1182        1
 1429        +     3422226     3422783          558        1
 1430        +     3423328     3425139         1812        1
 1431        +    <3425522     3426517          996        1
 1432        +     3426993     3427991          999        1
 1433        +     3428440     3429777         1338        1
 1434        +     3430019     3430879          861        1
 1435        +    <3431211     3434477         3267        1
 1436        +     3434939     3439492         4554        1
 1437        +     3440595     3443576         2982        1
 1438        +     3443871     3446135         2265        1
 1439        +    <3446346     3449867         3522        1
 1440        +     3450153     3450650          498        1
 1441        +     3451551     3452831         1281        1
 1442        +     3453503     3454570         1068        1
 1443        +     3455075     3456691         1617        1
 1444        +     3456964     3458883         1920        1
 1445        +     3459036     3460445         1410        1
 1446        +     3461325     3462653         1329        1
 1447        +     3463345     3464949         1605        1
 1448        +     3465334     3466791         1458        1
 1449        +     3467692     3468864         1173        1
 1450        +     3469563     3470420          858        1
 1451        +     3470712     3472622         1911        1
 1452        +     3473239     3473796          558        1
 1453        +     3474866     3476317         1452        1
 1454        +     3477650     3479491         1842        1
 1455        +     3480282     3482204         1923        1
 1456        +     3483947     3485314         1368        1
 1457        +     3486342     3489314         2973        1
 1458        +     3489925     3491871         1947        1
 1459        +     3494762     3496819         2058        1
 1460        +     3497454     3498728         1275        1
 1461        +     3499300     3500454         1155        1
 1462        +     3500583     3501785         1203        1
 1463        +     3502634     3504217         1584        1
 1464        +     3504644     3505039          396        1
 1465        +     3506451     3507068          618        1
 1466        +     3509514     3510119          606        1
 1467        +     3512897     3513880          984        1
 1468        +     3514167     3515462         1296        1
 1469        +     3515707     3517173         1467        1
 1470        +     3517551     3519356         1806        1
 1471        +     3519512     3520648         1137        1
 1472        +     3521452     3522933         1482        1
 1473        +     3523606     3524907         1302        1
 1474        +     3525354     3527231         1878        1
 1475        +     3527807     3528769          963        1
 1476        +     3529408     3530817         1410        1
 1477        +     3531161     3532516         1356        1
 1478        +     3534162     3534626          465        1
 1479        +     3535105     3538155         3051        1
 1480        +     3539247     3540713         1467        1
 1481        +     3542251     3543777         1527        1
 1482        +     3544006     3545001          996        1
 1483        +     3545737     3546810         1074        1
 1484        +     3547376     3549112         1737        1
 1485        +     3550833     3552290         1458        1
 1486        +     3552763     3553767         1005        1
 1487        +     3554064     3556352         2289        1
 1488        +     3557034     3558812         1779        1
 1489        +     3559298     3560875         1578        1
 1490        +     3561468     3562406          939        1
 1491        +     3563113     3565110         1998        1
 1492        +     3565478     3567340         1863        1
 1493        +     3567929     3568633          705        1
 1494        +     3569196     3571115         1920        1
 1495        +     3571260     3572168          909        1
 1496        +     3572873     3574363         1491        1
 1497        +     3575538     3577736         2199        1
 1498        +     3578445     3579074          630        1
 1499        +     3579349     3581367         2019        1
 1500        +     3581591     3582805         1215        1
 1501        +    <3582995     3584722         1728        1
 1502        +     3584923     3585825          903        1
 1503        +     3586599     3587762         1164        1
 1504        +    <3589641     3590639          999        1
 1505        +     3590840     3593248         2409        1
 1506        +     3593719     3595704         1986        1
 1507        +     3595995     3600134         4140        1
 1508        +     3600832     3603015         2184        1
 1509        +     3603952     3605457         1506        1
 1510        +     3605984     3607012         1029        1
 1511        +     3607355     3608170          816        1
 1512        +     3609763     3611949         2187        1
 1513        +     3612493     3613305          813        1
 1514        +     3614859     3615584          726        1
 1515        +     3615890     3616594          705        1
 1516        +     3617177     3620167         2991        1
 1517        +     3622007     3623272         1266        1
 1518        +     3623745     3625022         1278        1
 1519        +     3626535     3627632         1098        1
 1520        +     3628711     3631338         2628        1
 1521        +     3632109     3632933          825        1
 1522        +     3633136     3634662         1527        1
 1523        +     3635261     3636292         1032        1
 1524        +     3636999     3637583          585        1
 1525        +     3638416     3639711         1296        1
 1526        +     3640392     3655166        14775        1
 1527        +     3655372     3659004         3633        1
 1528        +     3659598     3662243         2646        1
 1529        +     3662800     3663579          780        1
 1530        +     3663940     3666879         2940        1
 1531        +     3667282     3668871         1590        1
 1532        +     3669315     3673301         3987        1
 1533        +     3673563     3675722         2160        1
 1534        +     3676778     3677983         1206        1
 1535        +     3678505     3680886         2382        1
 1536        +     3681536     3681994          459        1
 1537        +     3682501     3683745         1245        1
 1538        +     3684312     3685610         1299        1
 1539        +     3686114     3688219         2106        1
 1540        +     3688630     3689535          906        1
 1541        +     3689978     3691654         1677        1
 1542        +     3692503     3696459         3957        1
 1543        +     3697084     3699594         2511        1
 1544        +     3699897     3702674         2778        1
 1545        +     3703103     3704317         1215        1
 1546        +     3704818     3706287         1470        1
 1547        +     3706673     3708169         1497        1
 1548        +     3708638     3709561          924        1
 1549        +     3709886     3710971         1086        1
 1550        +     3712716     3714761         2046        1
 1551        +     3715314     3716915         1602        1
 1552        +     3718309     3719112          804        1
 1553        +     3720097     3720645          549        1
 1554        +     3722181     3724805         2625        1
 1555        +     3725106     3725921          816        1
 1556        +     3726386     3727819         1434        1
 1557        +     3727968     3729224         1257        1
 1558        +     3729419     3731119         1701        1
 1559        +     3731776     3734094         2319        1
 1560        +     3736465     3738807         2343        1
 1561        +     3739231     3740265         1035        1
 1562        +     3741444     3742721         1278        1
 1563        +     3743205     3744746         1542        1
 1564        +     3745642     3746883         1242        1
 1565        +     3747623     3754357         6735        1
 1566        +     3754616     3756412         1797        1
 1567        +     3756579     3759845         3267        1
 1568        +     3760119     3763091         2973        1
 1569        +     3763447     3764739         1293        1
 1570        +     3765275     3766924         1650        1
 1571        +    <3769503     3771323         1821        1
 1572        +     3771877     3772653          777        1
 1573        +     3772873     3773619          747        1
 1574        +     3774083     3775606         1524        1
 1575        +     3776387     3778015         1629        1
 1576        +     3778714     3779343          630        1
 1577        +     3779518     3779922          405        1
 1578        +     3781316     3783751         2436        1
 1579        +     3784964     3789250         4287        1
 1580        +     3789474     3790034          561        1
 1581        +     3795374     3798577         3204        1
 1582        +     3798862     3800307         1446        1
 1583        +     3800602     3802575         1974        1
 1584        +     3803095     3805104         2010        1
 1585        +     3806346     3807791         1446        1
 1586        +     3808180     3810879         2700        1
 1587        +     3812823     3813845         1023        1
 1588        +     3814935     3817253         2319        1
 1589        +     3819400     3821472         2073        1
 1590        +     3822532     3824961         2430        1
 1591        +     3825778     3826533          756        1
 1592        +     3827249     3828412         1164        1
 1593        +     3830477     3832060         1584        1
 1594        +     3832544     3834085         1542        1
 1595        +     3834229     3835266         1038        1
 1596        +     3836290     3838578         2289        1
 1597        +     3842039     3843724         1686        1
 1598        +     3844036     3845247         1212        1
 1599        +    <3845345     3851314         5970        1
 1600        +     3851803     3853335         1533        1
 1601        +     3853783     3854649          867        1
 1602        +    <3854836     3857877         3042        1
 1603        +     3860111     3863461         3351        1
 1604        +     3863685     3866018         2334        1
 1605        +     3866229     3867089          861        1
 1606        +     3868577     3870793         2217        1
 1607        +     3871270     3872961         1692        1
 1608        +     3873667     3874935         1269        1
 1609        +     3875916     3879137         3222        1
 1610        +     3879781     3880797         1017        1
 1611        +     3881371     3881688          318        1
 1612        +     3882718     3884052         1335        1
 1613        +     3884814     3886355         1542        1
 1614        +     3886938     3888287         1350        1
