GeneMark.hmm PROKARYOTIC (Version 3.20)
Date: Sat Jun 20 16:08:46 2020
Sequence file name: sequence
Model file name: /workspaces/pygmst/pygmst/genemark/MetaGeneMark_v1.mod
RBS: false

Model information: Heuristic_model_for_genetic_code_11_and_GC_37

FASTA definition line: empty-fasta-def-line
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
  762        +     1662599     1663306          708        1
  763        +     1665103     1666488         1386        1
  764        +     1667785     1669359         1575        1
  765        +     1669758     1670669          912        1
  766        +     1672384     1673907         1524        1
  767        +     1674599     1675558          960        1
  768        +     1675783     1676007          225        2
  769        +     1676813     1679032         2220        1
  770        +     1679703     1681334         1632        1
  771        +    <1681660     1681818          159        1
  772        +     1682413     1688748         6336        1
  773        +     1689452     1691659         2208        1
  774        +     1693263     1696646         3384        1
  775        +     1697050     1700760         3711        1
  776        +     1701098     1702873         1776        1
  777        +    <1703046     1705526         2481        1
  778        +     1705793     1706284          492        1
  779        +     1709055     1709849          795        1
  780        +     1710453     1711949         1497        1
  781        +     1712354     1714399         2046        1
  782        +     1714956     1715102          147        2
  783        +     1715700     1715807          108        2
  784        +     1715838     1716248          411        1
  785        +    <1716487     1718391         1905        1
  786        +     1719562     1719927          366        1
  787        +     1721449     1726512         5064        1
  788        +     1726757     1728163         1407        1
  789        +     1728488     1728817          330        1
  790        +     1729484     1733110         3627        1
  791        +     1733610     1734467          858        1
  792        +     1735387     1739343         3957        1
  793        +     1739788     1740918         1131        1
  794        +     1741416     1743383         1968        1
  795        +     1743794     1745395         1602        1
  796        +     1746082     1746666          585        1
  797        +    <1746955     1749471         2517        1
  798        +     1749890     1750225          336        1
  799        +     1750858     1752177         1320        1
  800        +     1752385     1754727         2343        1
  801        +    <1755253     1758924         3672        1
  802        +     1759164     1759982          819        1
  803        +     1760731     1762017         1287        1
  804        +     1762913     1766290         3378        1
  805        +     1766674     1769001         2328        1
  806        +     1769305     1770471         1167        1
  807        +     1770969     1771148          180        2
  808        +     1772095     1772307          213        1
  809        +     1773441     1774673         1233        1
  810        +     1774982     1780318         5337        1
  811        +     1780597     1785780         5184        1
  812        +     1786023     1788416         2394        1
  813        +     1788652     1789770         1119        1
  814        +     1790409     1791065          657        1
  815        +     1791714     1793102         1389        1
  816        +     1793708     1795687         1980        1
  817        +    <1796062     1797639         1578        1
  818        +     1798162     1799466         1305        1
  819        +     1799982     1800833          852        1
  820        +     1801264     1802163          900        1
  821        +     1802664     1803182          519        1
  822        +    <1803480     1803641          162        2
  823        +     1803956     1805668         1713        1
  824        +     1806226     1810614         4389        1
  825        +     1810651     1810827          177        1
  826        +     1812662     1813747         1086        1
  827        +     1817054     1817191          138        1
  828        +     1818851     1821151         2301        1
  829        +     1821722     1823107         1386        2
  830        +     1823636     1824643         1008        1
  831        +     1825634     1826137          504        1
  832        +     1826450     1829707         3258        1
  833        +     1830162     1834604         4443        1
  834        +     1834978     1836021         1044        1
  835        +     1836866     1839982         3117        1
  836        +     1840355     1841614         1260        1
  837        +     1842626     1843303          678        1
  838        +    <1843782     1846697         2916        1
  839        +     1847802     1848968         1167        1
  840        +    <1849331     1850452         1122        1
  841        +     1850917     1851957         1041        1
  842        +     1852295     1853110          816        1
  843        +    <1853482     1854339          858        1
  844        +     1854997     1856988         1992        1
  845        +     1857355     1857966          612        1
  846        +     1859015     1861558         2544        1
  847        +     1862835     1863245          411        1
  848        +     1865767     1868259         2493        1
  849        +    <1868732     1870126         1395        1
  850        +     1870708     1871697          990        1
  851        +     1874979     1876382         1404        1
  852        +     1876851     1879178         2328        1
  853        +     1879417     1880841         1425        1
  854        +     1882515     1884305         1791        1
  855        +    <1884481     1890165         5685        1
  856        +     1890235     1890390          156        2
  857        +     1890763     1893099         2337        1
  858        +     1893576     1895768         2193        1
  859        +     1896332     1896697          366        1
  860        +     1897322     1898503         1182        1
  861        +     1900209     1901231         1023        1
  862        +     1902430     1904364         1935        1
  863        +     1906050     1909787         3738        1
  864        +     1910064     1910855          792        1
  865        +    <1911200     1911997          798        1
  866        +     1914424     1914819          396        1
  867        +    <1915587     1915859          273        1
  868        +     1915856     1918696         2841        1
  869        +     1919291     1920454         1164        1
  870        +     1921309     1922235          927        1
  871        +     1922815     1923531          717        1
  872        +     1924901     1926019         1119        1
  873        +     1926713     1927468          756        2
  874        +     1928909     1929595          687        1
  875        +     1929968     1931056         1089        1
  876        +     1931619     1932317          699        1
  877        +     1932769     1933776         1008        1
  878        +     1934840     1936759         1920        1
  879        +     1938760     1939983         1224        1
  880        +     1940188     1941207         1020        1
  881        +     1942584     1945493         2910        1
  882        +     1945833     1950023         4191        1
  883        +     1950704     1951753         1050        1
  884        +     1952196     1953098          903        1
  885        +     1954053     1955003          951        1
  886        +     1955533     1956219          687        1
  887        +     1956870     1958096         1227        1
  888        +     1958796     1960427         1632        1
  889        +     1960833     1964285         3453        1
  890        +     1966140     1966310          171        1
  891        +     1967523     1969661         2139        1
  892        +     1970211     1974188         3978        1
  893        +     1974868     1976421         1554        1
  894        +     1977234     1978280         1047        1
  895        +     1979188     1980198         1011        1
  896        +     1981303     1982409         1107        1
  897        +     1986497     1989730         3234        1
  898        +     1992355     1993005          651        1
  899        +     1993459     1997136         3678        1
  900        +     1998689     2002324         3636        1
  901        +     2003063     2005444         2382        1
  902        +    <2005616     2006635         1020        1
  903        +     2007098     2008102         1005        1
  904        +     2008399     2011308         2910        1
  905        +     2011740     2012849         1110        1
  906        +     2013316     2015157         1842        1
  907        +     2016126     2016752          627        1
  908        +     2017135     2019876         2742        1
  909        +     2021096     2021425          330        1
  910        +     2023181     2024401         1221        1
  911        +     2025196     2026371         1176        1
  912        +     2027065     2027832          768        1
  913        +     2028823     2030115         1293        1
  914        +     2030457     2031962         1506        1
  915        +     2032342     2033235          894        1
  916        +    <2033566     2034753         1188        1
  917        +     2036336     2039350         3015        1
  918        +     2039617     2039856          240        1
  919        +     2040955     2042115         1161        1
  920        +     2042617     2044467         1851        1
  921        +     2044660     2044932          273        1
  922        +     2046536     2046697          162        2
  923        +     2046989     2047135          147        1
  924        +     2047811     2047891           81        2
  925        +     2049032     2050870         1839        1
  926        +     2051900     2052505          606        1
  927        +     2052910     2057346         4437        1
  928        +     2058724     2059821         1098        1
  929        +    <2060532     2061413          882        1
  930        +     2062683     2063462          780        1
  931        +     2064044     2065024          981        1
  932        +     2065630     2067126         1497        1
  933        +     2068991     2069170          180        2
  934        +     2069511     2071469         1959        1
  935        +     2072070     2074559         2490        1
  936        +    <2074846     2075880         1035        1
  937        +     2077330     2078595         1266        1
  938        +     2079085     2080032          948        1
  939        +     2080634     2082649         2016        1
  940        +     2083415     2084722         1308        1
  941        +    <2084896     2085009          114        1
  942        +     2085084     2086583         1500        1
  943        +     2087855     2088439          585        2
  944        +     2088804     2089826         1023        1
  945        +     2090120     2091109          990        1
  946        +     2091816     2093135         1320        1
  947        +     2095628     2099116         3489        1
  948        +     2099841     2100947         1107        1
  949        +     2101347     2102063          717        1
  950        +     2102507     2106709         4203        1
  951        +     2107409     2108935         1527        1
  952        +     2109316     2109444          129        2
  953        +     2110592     2111227          636        1
  954        +     2111582     2113918         2337        1
  955        +     2114415     2115620         1206        1
  956        +     2116049     2116978          930        1
  957        +     2117520     2118473          954        1
  958        +     2119036     2119848          813        1
  959        +     2120298     2123765         3468        1
  960        +     2125501     2126970         1470        1
  961        +     2127373     2128986         1614        1
  962        +     2129512     2130558         1047        1
  963        +     2131489     2137053         5565        1
  964        +     2137303     2138022          720        1
  965        +     2138999     2139766          768        1
  966        +     2140566     2141750         1185        1
  967        +     2143366     2147244         3879        1
  968        +     2148993     2150228         1236        1
  969        +     2151551     2151751          201        1
  970        +     2151804     2151932          129        2
  971        +     2152368     2153114          747        1
  972        +    <2153677     2154258          582        1
  973        +     2155071     2155850          780        1
  974        +     2156040     2156189          150        2
  975        +     2156274     2156465          192        2
  976        +     2157519     2158787         1269        1
  977        +     2159086     2160183         1098        1
  978        +    <2161133     2161885          753        1
  979        +     2163843     2164013          171        1
  980        +     2164491     2166764         2274        1
  981        +     2167149     2168426         1278        1
  982        +     2169444     2170094          651        1
  983        +     2170752     2172101         1350        1
  984        +     2173188     2174969         1782        1
  985        +     2175777     2176688          912        1
  986        +     2178268     2179107          840        1
  987        +     2179385     2180125          741        1
  988        +     2180584     2181504          921        1
  989        +     2183262     2184629         1368        1
  990        +     2184948     2185403          456        1
  991        +     2186351     2186503          153        1
  992        +     2187510     2190050         2541        1
  993        +     2192389     2199480         7092        1
  994        +     2199863     2204332         4470        1
  995        +     2204936     2206279         1344        1
  996        +     2207360     2209087         1728        1
  997        +     2209319     2210566         1248        1
  998        +     2211403     2214063         2661        1
  999        +     2214758     2217538         2781        1
 1000        +     2217809     2218495          687        2
 1001        +     2219451     2220671         1221        1
 1002        +     2222839     2223663          825        1
 1003        +     2223929     2225281         1353        1
 1004        +     2225451     2227760         2310        1
 1005        +     2228253     2230532         2280        1
 1006        +     2231046     2231984          939        1
 1007        +     2232336     2233991         1656        1
 1008        +     2234586     2235593         1008        1
 1009        +     2236365     2237294          930        1
 1010        +     2238101     2238790          690        1
 1011        +     2239150     2240103          954        1
 1012        +     2240535     2243255         2721        1
 1013        +     2243649     2244884         1236        1
 1014        +     2245838     2246728          891        1
 1015        +     2247008     2248123         1116        1
 1016        +     2248436     2249833         1398        1
 1017        +    <2250078     2251073          996        1
 1018        +     2251580     2252485          906        1
 1019        +     2253314     2254918         1605        1
 1020        +    <2255038     2257863         2826        1
 1021        +     2258276     2259505         1230        1
 1022        +     2259811     2260629          819        1
 1023        +     2261208     2262206          999        1
 1024        +     2262574     2268102         5529        1
 1025        +     2268951     2271308         2358        1
 1026        +     2271743     2272624          882        2
 1027        +     2273484     2276336         2853        1
 1028        +     2276680     2278056         1377        1
 1029        +     2278470     2280206         1737        1
 1030        +     2280500     2286814         6315        1
 1031        +     2287491     2288894         1404        1
 1032        +    <2289174     2289272           99        1
 1033        +     2290099     2291118         1020        1
 1034        +     2291771     2292199          429        1
 1035        +     2293013     2293303          291        1
 1036        +    <2294396     2295622         1227        1
 1037        +     2295881     2298538         2658        1
 1038        +     2299159     2300220         1062        1
 1039        +     2300511     2301164          654        1
 1040        +     2302070     2303158         1089        1
 1041        +     2303536     2304513          978        1
 1042        +     2304999     2306408         1410        1
 1043        +     2307551     2308615         1065        1
 1044        +     2309551     2311440         1890        1
 1045        +     2311749     2313260         1512        1
 1046        +     2313982     2315112         1131        1
 1047        +     2315656     2316618          963        1
 1048        +     2316901     2317260          360        1
 1049        +     2318202     2320439         2238        1
 1050        +     2321519     2322715         1197        1
 1051        +     2323264     2324493         1230        1
 1052        +     2324957     2328598         3642        1
 1053        +     2328966     2330645         1680        1
 1054        +     2331354     2332985         1632        1
 1055        +     2333373     2335205         1833        1
 1056        +     2335351     2336544         1194        1
 1057        +     2336718     2337587          870        1
 1058        +     2337935     2341084         3150        1
 1059        +     2341440     2342204          765        1
 1060        +     2344650     2344805          156        2
 1061        +     2346478     2347218          741        1
 1062        +     2347949     2348149          201        2
 1063        +     2348161     2348274          114        2
 1064        +     2348620     2350845         2226        1
 1065        +     2351554     2352339          786        1
 1066        +     2352654     2354747         2094        1
 1067        +     2355928     2358756         2829        1
 1068        +     2360105     2362660         2556        1
 1069        +     2362928     2365042         2115        1
 1070        +    <2365222     2366196          975        1
 1071        +     2366443     2367477         1035        1
 1072        +     2367623     2368567          945        1
 1073        +    <2368721     2369218          498        1
 1074        +     2370800     2372677         1878        1
 1075        +     2373305     2374318         1014        1
 1076        +     2375225     2376589         1365        1
 1077        +     2376951     2377865          915        1
 1078        +     2378506     2379648         1143        1
 1079        +     2380894     2382306         1413        1
 1080        +     2383215     2383568          354        1
 1081        +     2384529     2385416          888        1
 1082        +     2385732     2386997         1266        1
 1083        +     2388012     2388920          909        1
 1084        +     2389270     2394936         5667        1
 1085        +     2395158     2396327         1170        1
 1086        +     2396720     2398810         2091        1
 1087        +     2399581     2400600         1020        1
 1088        +     2400997     2401680          684        1
 1089        +     2402016     2403338         1323        1
 1090        +     2403849     2405738         1890        1
 1091        +     2406400     2407917         1518        1
 1092        +     2408266     2410206         1941        1
 1093        +     2410697     2412175         1479        1
 1094        +     2413141     2414751         1611        1
 1095        +     2415289     2416659         1371        1
 1096        +     2416885     2416992          108        1
 1097        +     2418455     2419378          924        1
 1098        +     2419838     2422819         2982        1
 1099        +     2423058     2426024         2967        1
 1100        +     2426615     2427838         1224        1
 1101        +     2428246     2428410          165        1
 1102        +     2428909     2429082          174        1
 1103        +     2430089     2431915         1827        1
 1104        +     2434289     2435452         1164        1
 1105        +     2436272     2437075          804        1
 1106        +     2437787     2438650          864        1
 1107        +     2439045     2439698          654        1
 1108        +     2440211     2442007         1797        1
 1109        +     2442592     2443173          582        1
 1110        +     2443926     2444384          459        1
 1111        +     2445032     2445631          600        1
 1112        +     2446883     2447875          993        1
 1113        +    <2448165     2448269          105        1
 1114        +     2448354     2450717         2364        1
 1115        +     2450911     2451918         1008        1
 1116        +     2452204     2452908          705        1
 1117        +     2453269     2454801         1533        2
 1118        +     2455265     2458333         3069        1
 1119        +     2460006     2460815          810        1
 1120        +     2461236     2462687         1452        1
 1121        +     2467394     2468995         1602        1
 1122        +     2469673     2471043         1371        1
 1123        +     2472342     2473007          666        1
 1124        +     2473404     2474567         1164        1
 1125        +     2474797     2476137         1341        1
 1126        +     2476466     2477431          966        2
 1127        +     2477852     2478652          801        1
 1128        +     2479261     2480874         1614        1
 1129        +     2481945     2484215         2271        1
 1130        +     2484664     2485500          837        1
 1131        +     2485992     2487857         1866        1
 1132        +     2488251     2490416         2166        1
 1133        +     2490816     2491712          897        1
 1134        +     2492428     2493150          723        1
 1135        +     2493834     2494997         1164        1
 1136        +     2495103     2496128         1026        1
 1137        +     2496572     2497237          666        1
 1138        +     2497886     2498782          897        1
 1139        +     2500524     2501105          582        1
 1140        +     2501732     2502715          984        1
 1141        +     2503522     2506179         2658        1
 1142        +     2506425     2509922         3498        1
 1143        +     2510889     2512430         1542        1
 1144        +     2512772     2513113          342        2
 1145        +     2516113     2517858         1746        1
 1146        +     2519085     2521001         1917        1
 1147        +     2522383     2523363          981        1
 1148        +     2523811     2524515          705        1
 1149        +     2525030     2526601         1572        1
 1150        +     2526985     2527671          687        1
 1151        +     2528255     2528794          540        1
 1152        +     2529893     2531143         1251        1
 1153        +     2531319     2532245          927        1
 1154        +     2533010     2533939          930        1
 1155        +     2534815     2536551         1737        1
 1156        +     2537345     2539288         1944        1
 1157        +     2539575     2540513          939        1
 1158        +    <2542052     2543215         1164        1
 1159        +     2543729     2544478          750        1
 1160        +     2544861     2552873         8013        1
 1161        +     2553310     2554776         1467        1
 1162        +     2555175     2555819          645        1
 1163        +     2557052     2559934         2883        1
 1164        +     2560267     2561046          780        1
 1165        +     2562890     2564548         1659        1
 1166        +     2565032     2569153         4122        1
 1167        +     2569712     2570959         1248        1
 1168        +     2571240     2572295         1056        1
 1169        +     2573241     2573444          204        2
 1170        +     2574394     2575296          903        1
 1171        +     2576304     2577692         1389        1
 1172        +     2579621     2580118          498        2
 1173        +     2580525     2582960         2436        1
 1174        +     2584025     2585116         1092        1
 1175        +     2585690     2586859         1170        1
 1176        +     2588194     2589546         1353        1
 1177        +     2590008     2591189         1182        1
 1178        +     2591575     2594400         2826        1
 1179        +     2594636     2596057         1422        1
 1180        +    <2596412     2598541         2130        1
 1181        +     2599284     2602511         3228        1
 1182        +     2602870     2604033         1164        1
 1183        +     2604433     2605053          621        1
 1184        +     2605404     2606402          999        1
 1185        +    <2607152     2610133         2982        1
 1186        +     2610600     2612207         1608        1
 1187        +     2612460     2613329          870        1
 1188        +     2613765     2614991         1227        1
 1189        +     2617236     2619062         1827        1
 1190        +     2619436     2620761         1326        1
 1191        +     2622252     2622854          603        1
 1192        +     2623145     2626177         3033        1
 1193        +     2626626     2627438          813        1
 1194        +     2628463     2629527         1065        1
 1195        +     2629892     2631496         1605        1
 1196        +     2631828     2632514          687        1
 1197        +     2635429     2637780         2352        1
 1198        +     2638944     2639825          882        1
 1199        +     2640319     2641071          753        1
 1200        +     2641329     2643329         2001        1
 1201        +     2646224     2648464         2241        1
 1202        +     2649146     2649952          807        1
 1203        +     2650762     2651934         1173        1
 1204        +     2652961     2655729         2769        1
 1205        +     2656179     2657567         1389        1
 1206        +     2658181     2659602         1422        1
 1207        +     2662169     2663554         1386        1
 1208        +     2664079     2665761         1683        1
 1209        +     2666316     2667182          867        1
 1210        +    <2667553     2668953         1401        1
 1211        +     2669223     2672396         3174        1
 1212        +     2672810     2673985         1176        1
 1213        +     2674953     2676905         1953        1
 1214        +     2677703     2679031         1329        1
 1215        +     2679494     2681845         2352        1
 1216        +     2682545     2683597         1053        1
 1217        +     2684396     2685622         1227        1
 1218        +     2687007     2690093         3087        1
 1219        +     2690369     2691559         1191        1
 1220        +    <2691611     2693470         1860        1
 1221        +     2693708     2694853         1146        1
 1222        +     2695113     2695919          807        1
 1223        +     2696366     2697061          696        1
 1224        +    <2697359     2698852         1494        1
 1225        +     2699393     2700505         1113        1
 1226        +     2700695     2701129          435        1
 1227        +     2701500     2701619          120        1
 1228        +     2701746     2702825         1080        1
 1229        +     2703210     2704418         1209        1
 1230        +     2704648     2705532          885        1
 1231        +     2706348     2709566         3219        1
 1232        +     2710054     2710713          660        1
 1233        +     2711622     2712602          981        1
 1234        +     2713875     2714237          363        1
 1235        +     2715768     2717573         1806        1
 1236        +     2717840     2718841         1002        1
 1237        +     2721347     2723161         1815        1
 1238        +     2724151     2724954          804        1
 1239        +     2725151     2728243         3093        1
 1240        +     2728801     2732409         3609        1
 1241        +     2732853     2734166         1314        1
 1242        +     2734657     2735751         1095        1
 1243        +     2736242     2736397          156        2
 1244        +     2737214     2738356         1143        1
 1245        +     2738859     2742434         3576        1
 1246        +    <2742592     2744100         1509        1
 1247        +     2746538     2746750          213        1
 1248        +     2747066     2747221          156        2
 1249        +     2748298     2748492          195        2
 1250        +     2748549     2749274          726        1
 1251        +     2750023     2750181          159        1
 1252        +     2750977     2752233         1257        1
 1253        +     2752514     2755147         2634        1
 1254        +     2755367     2755549          183        1
 1255        +     2758004     2759791         1788        1
 1256        +     2760177     2761187         1011        1
 1257        +     2761576     2765781         4206        1
 1258        +     2766319     2766906          588        1
 1259        +     2767407     2768441         1035        1
 1260        +     2769213     2772608         3396        1
 1261        +     2774926     2776674         1749        1
 1262        +     2777724     2778968         1245        1
 1263        +     2779004     2779207          204        1
 1264        +     2779956     2781812         1857        1
 1265        +     2782229     2783200          972        1
 1266        +     2785171     2786940         1770        1
 1267        +     2788197     2789621         1425        1
 1268        +     2790144     2791949         1806        1
 1269        +     2792367     2795477         3111        1
 1270        +     2795918     2796775          858        1
 1271        +    <2796988     2797695          708        1
 1272        +     2798757     2800457         1701        1
 1273        +     2800714     2801292          579        1
 1274        +     2801905     2805543         3639        1
 1275        +     2806959     2807312          354        1
 1276        +     2808345     2811416         3072        1
 1277        +     2812119     2813006          888        1
 1278        +     2813385     2813555          171        2
 1279        +     2813840     2815039         1200        1
 1280        +     2815339     2816841         1503        1
 1281        +     2817386     2818213          828        1
 1282        +     2819206     2819574          369        1
 1283        +     2820192     2820899          708        1
 1284        +     2821675     2823204         1530        1
 1285        +     2824071     2824163           93        1
 1286        +     2824820     2826205         1386        1
 1287        +     2827062     2828468         1407        1
 1288        +     2829043     2831238         2196        1
 1289        +     2832110     2833348         1239        1
 1290        +     2833978     2835303         1326        1
 1291        +     2835590     2839141         3552        1
 1292        +     2839855     2840739          885        1
 1293        +     2841250     2842134          885        1
 1294        +     2843516     2844526         1011        1
 1295        +     2845430     2846245          816        1
 1296        +     2847534     2849339         1806        1
 1297        +     2850060     2851829         1770        1
 1298        +     2852667     2854412         1746        1
 1299        +     2854728     2856152         1425        1
 1300        +     2856402     2857721         1320        1
 1301        +     2858184     2859383         1200        1
 1302        +     2859914     2860528          615        1
 1303        +     2861320     2862819         1500        1
 1304        +     2863328     2863978          651        1
 1305        +    <2865705     2865806          102        1
 1306        +     2865918     2867225         1308        1
 1307        +     2867656     2868909         1254        1
 1308        +     2869568     2871220         1653        1
 1309        +     2871722     2873392         1671        1
 1310        +     2873772     2875544         1773        2
 1311        +     2875901     2877382         1482        1
 1312        +     2878396     2879496         1101        1
 1313        +    <2880090     2882237         2148        1
 1314        +     2882548     2885319         2772        1
 1315        +     2885982     2887490         1509        1
 1316        +     2887831     2889963         2133        1
 1317        +     2890425     2891186          762        1
 1318        +     2891582     2892235          654        1
 1319        +     2892466     2895243         2778        1
 1320        +    <2895958     2898135         2178        1
 1321        +     2898345     2902331         3987        1
 1322        +     2902571     2903245          675        1
 1323        +     2904610     2905479          870        1
 1324        +     2906324     2906956          633        1
 1325        +     2907280     2909196         1917        1
 1326        +     2909585     2911999         2415        1
 1327        +     2912198     2913706         1509        1
 1328        +     2913993     2915159         1167        1
 1329        +     2915342     2916778         1437        1
 1330        +     2917110     2917562          453        1
 1331        +     2918347     2918544          198        2
 1332        +     2919975     2922821         2847        1
 1333        +     2923361     2925370         2010        1
 1334        +     2925932     2926444          513        1
 1335        +     2927422     2930091         2670        1
 1336        +     2930686     2931693         1008        1
 1337        +     2932667     2934205         1539        1
 1338        +     2936249     2936488          240        1
 1339        +     2937216     2939141         1926        1
 1340        +     2939444     2941897         2454        1
 1341        +     2942933     2944825         1893        1
 1342        +    <2945189     2946547         1359        1
 1343        +     2947072     2948352         1281        1
 1344        +     2948667     2950037         1371        1
 1345        +     2950340     2952328         1989        1
 1346        +     2952707     2953603          897        1
 1347        +     2954366     2955328          963        1
 1348        +     2955807     2957465         1659        1
 1349        +     2958146     2958889          744        1
 1350        +     2959379     2959801          423        1
 1351        +     2960787     2963294         2508        1
 1352        +     2963763     2964788         1026        1
 1353        +     2965757     2966452          696        1
 1354        +     2967243     2970671         3429        1
 1355        +     2971178     2971795          618        1
 1356        +     2972408     2974138         1731        1
 1357        +     2974933     2975172          240        1
 1358        +     2976403     2976564          162        1
 1359        +     2977197     2977406          210        1
 1360        +     2977583     2977819          237        1
 1361        +    <2978686     2980851         2166        1
 1362        +     2981232     2982536         1305        1
 1363        +     2983084     2984265         1182        1
 1364        +     2984567     2986147         1581        1
 1365        +     2986759     2986935          177        2
 1366        +     2987112     2987270          159        2
 1367        +     2987292     2987531          240        2
 1368        +     2987745     2988029          285        1
 1369        +     2988851     2990059         1209        1
 1370        +     2990602     2995368         4767        1
 1371        +     2995674     2997599         1926        1
 1372        +     2998167     2999399         1233        1
 1373        +     2999958     3000293          336        1
 1374        +     3001045     3001308          264        1
 1375        +     3002785     3003930         1146        1
 1376        +     3004220     3006079         1860        1
 1377        +     3006484     3008076         1593        1
 1378        +     3009549     3010097          549        1
 1379        +     3011133     3012413         1281        1
 1380        +     3014060     3014578          519        2
 1381        +     3016501     3018570         2070        1
 1382        +     3018967     3021360         2394        1
 1383        +     3021631     3026325         4695        1
 1384        +     3026322     3026516          195        1
 1385        +     3026922     3027902          981        1
 1386        +     3028729     3031344         2616        1
 1387        +     3031756     3032703          948        1
 1388        +     3033455     3034342          888        1
 1389        +     3034783     3035853         1071        1
 1390        +     3036447     3039197         2751        1
 1391        +     3039573     3041171         1599        1
 1392        +     3041638     3042288          651        1
 1393        +     3042716     3043963         1248        1
 1394        +     3045779     3046858         1080        1
 1395        +     3047535     3048368          834        1
 1396        +     3048618     3049763         1146        1
 1397        +     3050236     3051792         1557        1
 1398        +     3053768     3054334          567        1
 1399        +     3054723     3055736         1014        1
 1400        +    <3056256     3056393          138        1
 1401        +     3056939     3057493          555        1
 1402        +     3057981     3060698         2718        1
 1403        +     3061078     3063429         2352        1
 1404        +    <3063568     3064554          987        1
 1405        +     3064817     3065926         1110        1
 1406        +     3066307     3070284         3978        1
 1407        +     3070610     3073828         3219        1
 1408        +     3074167     3075102          936        1
 1409        +     3077561     3079510         1950        1
 1410        +     3080557     3081150          594        1
 1411        +     3081833     3084922         3090        1
 1412        +     3087618     3089579         1962        1
 1413        +     3093210     3097223         4014        1
 1414        +     3097692     3100481         2790        1
 1415        +     3101046     3101966          921        1
 1416        +     3102273     3102593          321        1
 1417        +     3102746     3104047         1302        1
 1418        +     3104539     3105657         1119        1
 1419        +     3106181     3108898         2718        1
 1420        +     3109442     3113383         3942        1
 1421        +     3113653     3115305         1653        1
 1422        +     3115710     3117410         1701        1
 1423        +     3118344     3119246          903        1
 1424        +     3120102     3121460         1359        1
 1425        +     3122288     3122920          633        1
 1426        +     3123216     3124703         1488        1
 1427        +     3125418     3125723          306        1
 1428        +     3128170     3129084          915        1
 1429        +     3129878     3130150          273        1
 1430        +     3131058     3131414          357        1
 1431        +     3131651     3131902          252        1
 1432        +     3132984     3133763          780        1
 1433        +     3134816     3135595          780        1
 1434        +     3136174     3137160          987        1
 1435        +     3139686     3141461         1776        1
 1436        +     3141899     3144193         2295        1
 1437        +     3144832     3145680          849        1
 1438        +     3146098     3147198         1101        1
 1439        +     3147602     3150106         2505        1
 1440        +    <3152769     3156830         4062        1
 1441        +    <3156883     3163452         6570        1
 1442        +     3163956     3164453          498        1
 1443        +     3164933     3166480         1548        1
 1444        +     3167076     3168263         1188        1
 1445        +     3168617     3169111          495        1
 1446        +     3170100     3172370         2271        1
 1447        +     3173006     3173458          453        1
 1448        +     3174466     3175290          825        1
 1449        +     3175724     3176584          861        1
 1450        +     3177133     3178299         1167        1
 1451        +     3178754     3179626          873        1
 1452        +     3180690     3181334          645        1
 1453        +     3182037     3183938         1902        1
 1454        +     3184357     3187875         3519        1
 1455        +    <3188085     3189014          930        1
 1456        +     3189351     3192452         3102        1
 1457        +     3192696     3195530         2835        1
 1458        +     3196140     3196799          660        1
 1459        +     3197388     3203690         6303        1
 1460        +     3203959     3206742         2784        1
 1461        +     3207836     3209638         1803        1
 1462        +     3210232     3211905         1674        1
 1463        +     3212366     3214480         2115        1
 1464        +     3214876     3217059         2184        1
 1465        +     3217597     3218928         1332        1
 1466        +     3219396     3220274          879        1
 1467        +     3220949     3221845          897        1
 1468        +     3222182     3223276         1095        1
 1469        +     3223470     3224405          936        1
 1470        +     3226052     3227869         1818        1
 1471        +    <3228266     3229321         1056        1
 1472        +     3229694     3232021         2328        1
 1473        +     3233023     3235191         2169        1
 1474        +    <3235584     3236699         1116        1
 1475        +     3237635     3239836         2202        1
 1476        +     3240266     3243619         3354        1
 1477        +     3243969     3245951         1983        1
 1478        +     3246778     3248454         1677        1
 1479        +    <3248526     3249569         1044        1
 1480        +     3250199     3252082         1884        1
 1481        +     3253005     3254375         1371        1
 1482        +     3254920     3258891         3972        1
 1483        +     3259775     3263422         3648        1
 1484        +    <3263634     3263738          105        1
 1485        +     3263932     3265686         1755        1
 1486        +     3267158     3267775          618        1
 1487        +     3267785     3268069          285        1
 1488        +     3270169     3271878         1710        1
 1489        +     3272088     3272831          744        1
 1490        +     3274671     3276374         1704        1
 1491        +    <3277171     3279618         2448        1
 1492        +     3280353     3284015         3663        1
 1493        +     3284846     3285442          597        1
 1494        +     3286065     3288473         2409        1
 1495        +     3288767     3289561          795        1
 1496        +     3291063     3292187         1125        1
 1497        +     3292797     3293525          729        1
 1498        +     3294485     3294823          339        1
 1499        +     3295816     3297822         2007        1
